epoch,d_a,g_a,cycle_a,idt_a,d_b,g_b,cycle_b,idt_b
7.622399,0.104,0.335,0.774,0.118,0.253,0.272,1.045,0.073
7.662399,0.096,0.702,0.681,0.129,0.235,0.277,1.051,0.054
7.702399,0.137,0.223,0.653,0.098,0.236,0.295,0.771,0.053
7.742399,0.245,0.267,0.717,0.106,0.246,0.259,0.807,0.065
7.782399,0.175,0.995,0.747,0.130,0.233,0.268,0.906,0.064
7.822399,0.207,0.993,0.902,0.098,0.243,0.283,0.880,0.060
7.862399,0.095,0.319,0.825,0.107,0.262,0.239,1.008,0.067
7.902399,0.149,0.323,0.959,0.107,0.263,0.240,0.856,0.092
7.942399,0.074,0.269,0.922,0.102,0.242,0.291,0.802,0.083
7.982399,0.082,0.667,0.817,0.085,0.236,0.281,0.728,0.065
8.012799000000001,0.069,0.737,0.745,0.098,0.240,0.264,0.857,0.067
8.052799,0.092,0.141,0.838,0.116,0.263,0.268,1.009,0.066
8.092799000000001,0.099,0.352,0.754,0.087,0.225,0.269,0.820,0.056
8.132799,0.267,0.109,0.945,0.089,0.243,0.260,0.824,0.073
8.172799000000001,0.213,0.840,0.772,0.104,0.260,0.242,0.848,0.069
8.212799,0.181,0.370,0.878,0.101,0.266,0.265,0.922,0.065
8.252799000000001,0.073,0.408,0.805,0.087,0.239,0.302,0.768,0.062
8.292799,0.143,0.382,0.872,0.084,0.270,0.260,0.843,0.069
8.332799000000001,0.100,0.710,0.706,0.081,0.240,0.283,0.801,0.051
8.372799,0.102,0.447,0.774,0.082,0.230,0.267,0.745,0.059
8.412799000000001,0.130,0.183,0.872,0.092,0.232,0.308,0.858,0.059
8.452799,0.165,0.209,0.746,0.079,0.249,0.252,0.730,0.058
8.492799000000002,0.457,0.217,0.721,0.093,0.230,0.217,0.797,0.058
8.532799,0.048,0.468,0.855,0.087,0.215,0.270,0.814,0.075
8.572799000000002,0.176,1.035,0.735,0.101,0.229,0.250,0.880,0.055
8.612799,0.124,0.788,0.937,0.090,0.324,0.280,0.761,0.083
8.652799,0.104,0.261,0.814,0.087,0.236,0.322,0.850,0.061
8.692799,0.108,0.543,0.758,0.081,0.241,0.252,0.768,0.061
8.732799,0.072,0.605,0.976,0.077,0.259,0.373,0.772,0.100
8.772799000000001,0.102,0.514,0.758,0.080,0.315,0.268,0.760,0.067
8.812799,0.168,0.538,0.760,0.089,0.303,0.437,0.875,0.060
8.852799000000001,0.100,0.475,0.976,0.073,0.232,0.401,0.664,0.082
8.892799,0.074,0.207,0.836,0.091,0.271,0.221,0.903,0.066
8.932799000000001,0.170,0.607,0.773,0.088,0.194,0.461,0.914,0.064
8.972799,0.058,0.339,0.874,0.084,0.108,0.556,0.985,0.067
9.003199,0.065,0.461,0.817,0.071,0.152,0.336,0.751,0.074
9.043199000000001,0.151,0.379,0.830,0.087,0.143,0.380,0.907,0.064
9.083199,0.132,0.462,0.740,0.107,0.096,0.199,1.021,0.074
9.123199000000001,0.059,0.346,0.814,0.076,0.196,0.876,0.835,0.066
9.163199,0.198,0.114,1.036,0.114,0.263,0.838,1.292,0.100
9.203199000000001,0.107,0.574,0.810,0.064,0.325,0.119,0.692,0.073
9.243199,0.089,0.680,0.735,0.082,0.116,0.309,0.918,0.058
9.283199000000002,0.118,0.836,0.737,0.088,0.394,0.103,0.983,0.055
9.323199,0.112,0.508,0.869,0.090,0.191,0.216,0.940,0.082
9.363199000000002,0.117,0.203,0.902,0.091,0.128,0.270,1.006,0.078
9.403199,0.098,0.484,0.891,0.075,0.088,0.360,0.843,0.070
9.443199,0.277,0.140,0.800,0.079,0.150,0.446,0.883,0.077
9.483199,0.046,0.569,0.754,0.080,0.158,0.169,0.925,0.066
9.523199,0.172,0.211,0.762,0.082,0.088,0.404,0.891,0.068
9.563199000000001,0.164,1.357,0.909,0.080,0.105,0.276,0.906,0.081
9.603199,0.109,0.445,0.864,0.102,0.081,0.588,1.196,0.070
9.643199000000001,0.119,0.196,0.782,0.082,0.065,0.444,0.924,0.062
9.683199,0.055,0.255,0.853,0.079,0.109,0.176,0.855,0.079
9.723199000000001,0.054,0.524,1.307,0.103,0.125,1.523,1.226,0.118
9.763199,0.158,0.140,0.904,0.071,0.080,1.059,0.797,0.102
9.803199000000001,0.144,0.133,0.884,0.077,0.105,0.404,0.941,0.092
9.843199,0.092,0.497,0.815,0.074,0.078,0.438,0.921,0.077
9.883199000000001,0.228,0.146,0.857,0.073,0.085,0.250,0.936,0.072
9.923199,0.117,0.348,0.868,0.076,0.090,0.520,0.883,0.068
9.963199000000001,0.076,0.561,0.720,0.098,0.060,0.434,1.007,0.059
10.003199,3.906,1.956,1.313,0.123,0.244,0.107,1.181,0.068
10.033599,0.265,0.292,0.740,0.070,0.134,0.789,0.856,0.067
10.073599000000002,0.266,0.314,0.724,0.081,0.143,1.035,0.947,0.064
10.113599,0.271,0.279,0.673,0.071,0.057,0.284,0.826,0.062
10.153599000000002,0.271,0.275,0.792,0.068,0.207,0.309,0.768,0.066
10.193599,0.246,0.271,0.672,0.072,0.073,0.619,0.793,0.062
