epoch,d_a,g_a,cycle_a,idt_a,d_b,g_b,cycle_b,idt_b
281.531199,0.006,0.852,0.715,0.058,0.013,1.059,0.679,0.052
281.571199,0.008,0.940,0.711,0.052,0.020,0.830,0.630,0.057
281.611199,0.006,1.024,0.637,0.066,0.020,1.057,0.809,0.045
281.651199,0.011,0.866,0.630,0.058,0.017,0.898,0.691,0.041
281.691199,0.005,0.910,0.668,0.055,0.034,0.825,0.647,0.046
281.731199,0.012,1.019,0.775,0.054,0.018,0.891,0.656,0.068
281.771199,0.007,0.893,0.747,0.054,0.052,1.198,0.673,0.067
281.811199,0.008,0.927,0.635,0.063,0.023,0.805,0.732,0.044
281.851199,0.037,0.710,0.627,0.059,0.025,0.703,0.682,0.049
281.89119900000003,0.006,0.842,0.605,0.062,0.011,1.246,0.706,0.043
281.931199,0.005,1.023,0.578,0.057,0.012,0.810,0.751,0.039
281.971199,0.014,1.164,0.668,0.051,0.026,1.042,0.622,0.047
282.001599,0.010,0.995,0.785,0.052,0.027,0.862,0.639,0.083
282.041599,0.007,0.950,0.655,0.052,0.013,1.101,0.620,0.044
282.081599,0.012,0.920,0.647,0.068,0.018,0.861,0.805,0.044
282.121599,0.023,0.928,0.591,0.048,0.039,1.073,0.570,0.050
282.161599,0.008,1.181,0.674,0.054,0.060,1.160,0.613,0.051
282.201599,0.010,0.789,0.639,0.049,0.013,0.935,0.616,0.042
282.241599,0.006,1.148,0.768,0.056,0.025,0.642,0.682,0.048
282.281599,0.005,0.945,0.598,0.058,0.019,0.804,0.673,0.042
282.321599,0.006,0.741,0.692,0.055,0.024,0.828,0.645,0.046
282.361599,0.008,1.085,0.724,0.064,0.022,1.050,0.733,0.061
282.401599,0.008,1.238,0.679,0.056,0.022,0.803,0.697,0.048
282.441599,0.005,1.097,0.636,0.058,0.021,0.922,0.729,0.044
282.481599,0.006,0.890,0.625,0.059,0.012,1.058,0.746,0.043
282.521599,0.008,1.107,0.677,0.058,0.025,0.731,0.713,0.046
282.561599,0.008,1.176,0.613,0.046,0.025,1.031,0.541,0.042
282.601599,0.004,0.950,0.620,0.049,0.012,1.064,0.646,0.041
282.641599,0.014,1.057,0.560,0.050,0.032,0.538,0.617,0.039
282.681599,0.007,1.029,0.633,0.052,0.024,0.702,0.626,0.044
282.721599,0.011,0.842,0.634,0.049,0.032,0.836,0.585,0.045
282.761599,0.009,1.097,0.655,0.057,0.015,1.176,0.685,0.044
282.801599,0.013,1.129,0.605,0.059,0.049,1.043,0.660,0.040
282.84159900000003,0.008,0.867,0.627,0.049,0.053,0.752,0.602,0.045
282.881599,0.007,0.942,0.666,0.056,0.038,0.594,0.673,0.046
282.921599,0.005,1.017,0.811,0.062,0.051,0.625,0.751,0.072
282.961599,0.008,1.141,0.598,0.063,0.019,1.011,0.704,0.040
283.001599,0.016,1.268,0.644,0.056,0.021,0.780,0.688,0.043
283.031999,0.016,0.765,0.627,0.068,0.021,0.778,0.708,0.045
283.071999,0.012,1.058,0.627,0.050,0.023,0.937,0.624,0.046
283.111999,0.009,0.861,0.698,0.054,0.016,0.830,0.622,0.052
283.151999,0.008,0.902,0.683,0.065,0.015,1.253,0.762,0.055
283.191999,0.006,1.048,0.651,0.050,0.025,1.060,0.622,0.045
283.23199900000003,0.007,1.176,0.692,0.063,0.019,1.003,0.699,0.049
283.271999,0.005,0.968,0.622,0.060,0.028,0.672,0.695,0.045
283.311999,0.008,1.055,0.634,0.056,0.012,1.162,0.676,0.047
283.351999,0.012,0.888,0.707,0.049,0.027,0.782,0.602,0.060
283.391999,0.005,0.973,0.678,0.054,0.014,0.794,0.640,0.048
283.431999,0.011,0.843,0.656,0.055,0.019,0.704,0.683,0.048
283.471999,0.007,0.826,0.648,0.054,0.024,0.891,0.638,0.048
283.511999,0.005,0.875,0.650,0.054,0.022,1.025,0.650,0.048
283.551999,0.011,1.000,0.722,0.049,0.026,1.150,0.636,0.056
283.591999,0.009,1.084,0.611,0.058,0.013,0.767,0.647,0.042
283.631999,0.006,1.077,0.659,0.055,0.028,0.899,0.651,0.042
283.671999,0.020,0.911,0.585,0.060,0.015,1.117,0.674,0.039
283.711999,0.007,0.746,0.626,0.061,0.022,0.973,0.708,0.042
283.751999,0.006,0.829,0.571,0.067,0.017,0.940,0.777,0.056
283.791999,0.005,1.045,0.620,0.052,0.019,0.809,0.616,0.041
283.831999,0.016,0.806,0.701,0.064,0.014,0.904,0.752,0.051
283.871999,0.008,1.024,0.740,0.052,0.016,0.870,0.586,0.052
283.911999,0.006,1.034,0.729,0.062,0.022,0.961,0.740,0.056
283.951999,0.005,1.182,0.746,0.060,0.026,0.761,0.738,0.061
283.991999,0.005,1.066,0.663,0.059,0.012,0.703,0.662,0.051
284.022399,0.007,0.827,0.655,0.059,0.021,0.853,0.690,0.045
284.062399,0.009,0.978,0.622,0.048,0.035,0.969,0.549,0.042
284.102399,0.011,1.146,0.692,0.057,0.013,1.083,0.690,0.053
284.142399,0.010,1.014,0.620,0.052,0.012,1.149,0.688,0.045
284.182399,0.005,0.895,0.596,0.049,0.021,0.752,0.595,0.042
284.222399,0.007,0.846,0.639,0.056,0.023,0.914,0.699,0.047
284.262399,0.005,1.109,0.813,0.058,0.036,0.874,0.645,0.062
284.302399,0.006,0.734,0.664,0.060,0.024,0.917,0.749,0.046
284.342399,0.006,0.854,0.620,0.050,0.024,0.769,0.603,0.042
284.382399,0.014,1.012,0.627,0.054,0.012,1.105,0.688,0.043
284.422399,0.006,1.202,0.702,0.056,0.013,0.642,0.660,0.052
284.462399,0.005,0.943,0.603,0.054,0.024,0.792,0.623,0.049
284.502399,0.008,1.134,0.728,0.048,0.025,0.814,0.534,0.058
284.542399,0.008,1.063,0.677,0.053,0.074,0.707,0.648,0.047
284.582399,0.006,0.825,0.717,0.049,0.024,0.757,0.594,0.054
284.62239900000003,0.011,1.002,0.610,0.049,0.017,0.758,0.605,0.048
284.662399,0.006,0.964,0.604,0.069,0.019,0.800,0.813,0.041
284.702399,0.007,0.848,0.613,0.059,0.028,1.009,0.704,0.042
284.742399,0.010,0.992,0.715,0.057,0.032,1.491,0.687,0.064
284.782399,0.010,1.163,0.645,0.052,0.037,0.794,0.620,0.049
284.822399,0.009,0.956,0.692,0.054,0.020,0.611,0.635,0.048
284.862399,0.006,1.135,0.656,0.059,0.012,0.871,0.742,0.044
284.902399,0.006,0.976,0.734,0.050,0.041,0.600,0.614,0.056
284.942399,0.008,1.021,0.718,0.050,0.017,0.964,0.614,0.049
284.982399,0.006,0.919,0.698,0.052,0.015,0.870,0.606,0.047
285.01279900000003,0.006,0.909,0.662,0.051,0.014,1.001,0.653,0.050
285.052799,0.006,1.051,0.656,0.049,0.019,1.171,0.599,0.042
285.092799,0.009,0.925,0.633,0.049,0.017,0.900,0.615,0.045
285.132799,0.007,1.169,0.706,0.059,0.015,0.820,0.655,0.050
285.172799,0.007,0.965,0.761,0.066,0.017,0.697,0.776,0.057
285.212799,0.005,0.960,0.711,0.062,0.083,0.762,0.737,0.055
285.252799,0.017,0.741,0.535,0.059,0.012,0.904,0.695,0.038
285.292799,0.006,0.963,0.631,0.052,0.016,0.961,0.615,0.044
285.332799,0.009,1.022,0.621,0.054,0.012,0.818,0.645,0.043
285.372799,0.011,1.113,0.645,0.060,0.013,0.954,0.697,0.049
285.412799,0.008,0.975,0.614,0.057,0.014,0.904,0.675,0.043
285.452799,0.005,0.911,0.633,0.049,0.021,0.878,0.584,0.042
285.492799,0.010,0.913,0.639,0.048,0.015,1.049,0.580,0.047
285.532799,0.006,0.988,0.623,0.061,0.016,1.227,0.662,0.046
285.572799,0.008,0.826,0.672,0.062,0.015,1.064,0.746,0.048
285.612799,0.013,0.905,0.613,0.061,0.032,0.873,0.736,0.041
285.652799,0.007,0.835,0.689,0.057,0.013,1.201,0.649,0.053
285.692799,0.006,0.973,0.668,0.062,0.020,1.111,0.723,0.048
285.732799,0.005,0.861,0.607,0.049,0.030,0.788,0.593,0.040
285.772799,0.018,0.850,0.673,0.053,0.025,0.634,0.604,0.049
285.812799,0.012,1.084,0.607,0.059,0.039,0.893,0.723,0.048
285.852799,0.005,0.969,0.758,0.051,0.023,0.799,0.629,0.063
285.892799,0.005,1.100,0.554,0.050,0.030,0.853,0.567,0.037
285.932799,0.021,0.754,0.797,0.047,0.016,0.985,0.593,0.064
285.972799,0.007,0.722,0.652,0.052,0.097,0.905,0.653,0.050
286.003199,0.015,1.116,0.702,0.052,0.018,0.781,0.639,0.055
286.043199,0.015,0.784,0.706,0.059,0.016,0.817,0.671,0.052
286.083199,0.014,1.177,0.645,0.054,0.029,1.219,0.598,0.043
286.123199,0.011,0.818,0.694,0.055,0.023,0.964,0.609,0.049
286.163199,0.011,0.841,0.647,0.047,0.030,0.878,0.591,0.044
286.203199,0.017,1.049,0.718,0.057,0.031,1.259,0.650,0.051
286.243199,0.022,0.914,0.581,0.052,0.025,1.135,0.643,0.041
286.283199,0.007,0.898,0.586,0.050,0.020,0.965,0.597,0.039
286.323199,0.006,0.931,0.675,0.056,0.058,0.531,0.644,0.052
286.363199,0.005,1.025,0.797,0.057,0.023,1.210,0.710,0.051
286.40319900000003,0.018,0.805,0.840,0.051,0.019,1.074,0.664,0.062
286.443199,0.010,1.075,0.655,0.048,0.014,0.965,0.592,0.048
286.483199,0.005,1.047,0.632,0.055,0.052,0.622,0.671,0.046
286.523199,0.008,0.922,0.654,0.050,0.038,0.629,0.622,0.045
286.563199,0.005,0.952,0.683,0.060,0.032,0.614,0.704,0.056
286.603199,0.005,0.954,0.643,0.059,0.015,1.009,0.705,0.050
286.643199,0.005,1.045,0.637,0.060,0.016,0.664,0.703,0.049
286.683199,0.013,1.057,0.612,0.057,0.024,0.838,0.670,0.042
286.723199,0.007,1.204,0.738,0.060,0.018,1.101,0.706,0.060
286.763199,0.008,0.965,0.707,0.049,0.026,1.175,0.643,0.058
286.803199,0.012,1.159,0.666,0.065,0.046,0.753,0.771,0.052
286.843199,0.009,1.068,0.624,0.056,0.015,1.006,0.691,0.043
286.883199,0.008,1.103,0.641,0.054,0.019,0.924,0.619,0.044
286.923199,0.005,0.952,0.604,0.055,0.025,0.747,0.618,0.039
286.963199,0.006,1.251,0.661,0.055,0.034,0.929,0.640,0.044
287.003199,0.007,0.921,0.726,0.054,0.013,1.043,0.677,0.053
287.033599,0.007,0.914,0.693,0.051,0.017,0.916,0.605,0.057
287.073599,0.007,0.989,0.598,0.055,0.026,0.826,0.696,0.039
287.113599,0.008,0.963,0.597,0.050,0.032,0.836,0.637,0.040
287.153599,0.006,0.778,0.607,0.059,0.020,1.161,0.712,0.042
287.193599,0.005,0.890,0.634,0.059,0.026,0.841,0.696,0.049
287.233599,0.011,1.092,0.644,0.058,0.024,0.786,0.680,0.046
287.273599,0.009,0.911,0.685,0.050,0.015,0.877,0.578,0.047
287.313599,0.005,0.995,0.642,0.053,0.019,0.685,0.662,0.044
287.353599,0.017,0.774,0.757,0.051,0.015,0.839,0.614,0.058
287.393599,0.008,0.992,0.735,0.064,0.021,0.801,0.740,0.053
287.433599,0.005,0.909,0.682,0.057,0.035,0.756,0.687,0.047
287.473599,0.007,1.049,0.650,0.052,0.024,0.742,0.620,0.045
287.513599,0.010,1.014,0.695,0.067,0.020,0.866,0.599,0.053
287.553599,0.007,0.927,0.647,0.060,0.015,1.090,0.704,0.044
287.593599,0.009,1.003,0.641,0.052,0.020,0.877,0.665,0.043
287.633599,0.009,1.039,0.693,0.051,0.022,0.820,0.610,0.055
287.673599,0.017,1.194,0.658,0.065,0.035,0.917,0.754,0.049
287.713599,0.006,1.046,0.642,0.053,0.034,0.746,0.631,0.048
287.753599,0.014,1.103,0.548,0.053,0.018,0.916,0.651,0.043
287.79359900000003,0.009,0.925,0.668,0.053,0.016,1.000,0.660,0.045
287.833599,0.005,0.880,0.703,0.052,0.023,1.136,0.635,0.051
287.873599,0.012,0.801,0.628,0.051,0.033,0.923,0.618,0.041
287.913599,0.008,0.916,0.747,0.052,0.015,1.084,0.638,0.060
287.953599,0.007,0.958,0.725,0.072,0.019,0.932,0.849,0.054
287.993599,0.005,0.997,0.706,0.053,0.033,0.684,0.640,0.050
288.023999,0.008,1.091,0.688,0.055,0.022,0.737,0.680,0.048
288.063999,0.007,0.883,0.604,0.053,0.017,0.959,0.621,0.041
288.103999,0.005,0.899,0.648,0.055,0.018,0.803,0.655,0.046
288.143999,0.010,0.783,0.661,0.061,0.013,1.026,0.724,0.047
288.18399900000003,0.016,0.933,0.772,0.063,0.022,0.838,0.730,0.060
288.223999,0.010,0.988,0.662,0.057,0.030,0.736,0.690,0.053
288.263999,0.005,1.116,0.776,0.054,0.033,0.685,0.710,0.050
288.303999,0.015,1.223,0.719,0.056,0.029,0.808,0.647,0.053
288.343999,0.017,0.916,0.586,0.054,0.031,1.273,0.657,0.041
288.383999,0.007,1.044,0.719,0.054,0.013,1.060,0.646,0.055
288.423999,0.012,0.973,0.758,0.051,0.027,0.585,0.619,0.056
288.463999,0.008,0.877,0.660,0.051,0.045,0.618,0.600,0.043
288.503999,0.008,0.859,0.737,0.056,0.027,0.842,0.655,0.053
288.543999,0.005,0.852,0.685,0.053,0.015,0.884,0.651,0.051
288.583999,0.010,0.842,0.697,0.053,0.041,0.573,0.643,0.047
288.623999,0.009,0.964,0.596,0.060,0.037,1.032,0.709,0.039
288.663999,0.008,0.915,0.619,0.048,0.023,0.919,0.570,0.046
288.703999,0.023,1.163,0.629,0.060,0.034,0.843,0.656,0.043
288.74399900000003,0.005,0.832,0.848,0.058,0.015,1.053,0.714,0.078
288.783999,0.006,1.013,0.695,0.061,0.047,0.867,0.703,0.048
288.823999,0.007,0.868,0.580,0.053,0.031,0.563,0.643,0.039
288.863999,0.009,1.054,0.608,0.057,0.022,1.009,0.657,0.041
288.903999,0.006,0.873,0.660,0.057,0.034,1.119,0.622,0.046
288.943999,0.012,0.931,0.663,0.046,0.019,0.965,0.564,0.045
288.983999,0.006,0.951,0.654,0.054,0.018,0.719,0.641,0.047
289.014399,0.011,0.843,0.655,0.050,0.033,0.770,0.630,0.050
289.054399,0.013,0.759,0.730,0.059,0.019,0.752,0.655,0.059
289.094399,0.007,0.978,0.633,0.052,0.013,1.274,0.609,0.046
289.13439900000003,0.026,1.018,0.680,0.051,0.012,1.134,0.598,0.045
289.174399,0.008,0.970,0.741,0.054,0.016,0.778,0.663,0.065
289.214399,0.010,0.922,0.517,0.057,0.038,0.932,0.642,0.039
289.254399,0.011,1.008,0.688,0.054,0.027,1.310,0.614,0.057
289.294399,0.031,0.845,0.650,0.052,0.027,1.231,0.638,0.042
289.334399,0.011,0.959,0.734,0.067,0.027,0.860,0.756,0.054
289.374399,0.009,0.965,0.648,0.062,0.022,0.889,0.774,0.044
289.414399,0.007,0.917,0.647,0.055,0.019,1.150,0.678,0.042
289.454399,0.010,0.910,0.665,0.061,0.023,0.525,0.687,0.046
289.494399,0.013,1.050,0.691,0.063,0.012,1.154,0.745,0.046
289.534399,0.009,0.883,0.619,0.060,0.031,0.671,0.698,0.045
289.574399,0.007,0.820,0.623,0.054,0.012,0.977,0.664,0.043
289.614399,0.006,1.031,0.669,0.047,0.023,0.768,0.576,0.050
289.654399,0.009,0.963,0.642,0.059,0.017,0.862,0.703,0.042
289.694399,0.017,0.897,0.627,0.065,0.021,1.031,0.760,0.043
289.734399,0.013,1.098,0.665,0.056,0.011,1.081,0.656,0.045
289.774399,0.005,1.158,0.625,0.046,0.027,0.761,0.570,0.040
289.814399,0.014,0.982,0.627,0.049,0.019,0.788,0.578,0.044
289.854399,0.005,1.084,0.817,0.055,0.028,0.657,0.646,0.062
289.894399,0.010,0.910,0.642,0.058,0.014,0.962,0.697,0.043
289.934399,0.007,0.958,0.711,0.054,0.049,0.935,0.657,0.048
289.974399,0.006,0.940,0.670,0.058,0.013,0.811,0.691,0.048
290.004799,0.007,0.936,0.623,0.056,0.013,1.098,0.678,0.044
290.044799,0.005,1.008,0.646,0.060,0.018,0.925,0.730,0.046
290.084799,0.013,0.865,0.629,0.060,0.015,0.832,0.710,0.043
290.124799,0.006,1.018,0.596,0.054,0.024,0.847,0.666,0.043
290.164799,0.012,1.149,0.619,0.056,0.026,0.711,0.673,0.044
290.204799,0.015,0.988,0.735,0.049,0.026,0.742,0.557,0.071
290.244799,0.017,0.820,0.660,0.057,0.015,0.876,0.698,0.047
290.284799,0.011,0.880,0.795,0.060,0.017,1.425,0.647,0.052
290.324799,0.006,0.838,0.720,0.059,0.036,1.265,0.701,0.059
290.364799,0.008,1.195,0.621,0.055,0.013,0.908,0.677,0.048
290.404799,0.008,0.899,0.662,0.057,0.024,0.906,0.622,0.055
290.444799,0.015,1.011,0.723,0.056,0.012,1.011,0.717,0.052
290.484799,0.005,1.019,0.605,0.052,0.021,0.875,0.664,0.043
290.52479900000003,0.006,1.157,0.635,0.054,0.045,0.876,0.664,0.043
290.564799,0.012,1.065,0.714,0.056,0.036,0.675,0.663,0.056
290.604799,0.011,0.953,0.621,0.059,0.015,0.836,0.659,0.044
290.644799,0.004,0.927,0.574,0.057,0.019,0.836,0.635,0.039
290.684799,0.004,1.130,0.660,0.056,0.014,0.863,0.677,0.049
290.724799,0.005,1.108,0.656,0.051,0.036,0.764,0.602,0.048
290.764799,0.015,0.777,0.650,0.049,0.023,0.762,0.586,0.051
290.804799,0.007,0.998,0.594,0.050,0.027,0.818,0.635,0.038
290.844799,0.005,0.991,0.664,0.049,0.024,1.196,0.574,0.048
290.884799,0.007,0.910,0.677,0.050,0.036,0.840,0.615,0.048
290.924799,0.005,0.925,0.579,0.055,0.017,1.021,0.700,0.040
290.964799,0.013,0.959,0.654,0.056,0.027,1.247,0.764,0.051
291.004799,0.018,0.906,0.696,0.050,0.012,0.976,0.598,0.062
291.035199,0.010,0.884,0.682,0.058,0.018,0.859,0.739,0.049
291.075199,0.005,0.846,0.646,0.054,0.030,0.827,0.631,0.042
291.115199,0.010,0.978,0.677,0.057,0.031,0.900,0.701,0.048
291.155199,0.007,0.878,0.801,0.049,0.021,0.642,0.599,0.065
291.195199,0.007,1.058,0.675,0.051,0.014,0.908,0.653,0.055
291.235199,0.007,0.791,0.686,0.054,0.033,0.752,0.651,0.048
291.275199,0.005,1.026,0.590,0.062,0.032,1.315,0.691,0.040
291.315199,0.005,0.980,0.629,0.057,0.013,0.985,0.700,0.045
291.355199,0.008,0.971,0.589,0.058,0.013,0.972,0.723,0.039
291.395199,0.005,1.110,0.673,0.056,0.041,0.651,0.695,0.048
291.435199,0.006,0.892,0.682,0.049,0.040,0.720,0.585,0.046
291.475199,0.010,0.887,0.572,0.060,0.017,1.351,0.744,0.038
291.515199,0.005,0.872,0.679,0.043,0.020,1.167,0.521,0.049
291.555199,0.013,0.905,0.594,0.055,0.036,0.988,0.679,0.043
291.595199,0.011,0.952,0.669,0.054,0.016,1.102,0.656,0.047
291.635199,0.006,1.067,0.709,0.052,0.014,1.040,0.638,0.049
291.675199,0.011,1.035,0.571,0.057,0.013,0.854,0.683,0.045
291.715199,0.007,0.869,0.718,0.058,0.015,1.213,0.744,0.049
291.755199,0.007,0.979,0.668,0.049,0.023,0.756,0.612,0.047
291.795199,0.006,0.885,0.584,0.052,0.019,0.827,0.647,0.040
291.835199,0.009,0.991,0.642,0.051,0.013,0.833,0.680,0.046
291.875199,0.005,0.983,0.567,0.057,0.013,0.917,0.669,0.039
291.91519900000003,0.006,1.014,0.692,0.050,0.013,0.752,0.592,0.046
291.955199,0.007,0.827,0.576,0.047,0.018,0.813,0.617,0.039
291.995199,0.008,1.133,0.611,0.065,0.034,1.003,0.755,0.041
292.025599,0.009,1.149,0.713,0.047,0.054,0.811,0.590,0.067
292.065599,0.007,1.010,0.688,0.059,0.030,0.968,0.746,0.053
292.105599,0.007,0.963,0.585,0.052,0.015,1.433,0.612,0.039
292.145599,0.015,0.869,0.659,0.062,0.016,0.879,0.765,0.043
292.185599,0.005,1.007,0.642,0.064,0.015,1.077,0.751,0.044
292.225599,0.004,0.887,0.632,0.050,0.024,0.781,0.613,0.041
292.265599,0.009,0.904,0.763,0.059,0.027,1.001,0.811,0.059
292.30559900000003,0.008,0.904,0.659,0.061,0.015,0.981,0.701,0.054
292.345599,0.006,1.033,0.626,0.064,0.026,0.878,0.738,0.049
292.385599,0.005,1.042,0.655,0.049,0.019,1.261,0.615,0.049
292.425599,0.006,0.745,0.587,0.048,0.012,0.824,0.560,0.037
292.465599,0.004,0.965,0.552,0.049,0.017,0.811,0.571,0.037
292.505599,0.008,1.033,0.609,0.055,0.012,0.838,0.677,0.046
292.545599,0.006,1.007,0.602,0.055,0.022,1.088,0.654,0.041
292.585599,0.005,0.921,0.764,0.057,0.040,0.852,0.653,0.059
292.625599,0.007,0.933,0.660,0.053,0.027,1.163,0.616,0.046
292.665599,0.007,1.053,0.798,0.052,0.013,0.760,0.619,0.077
292.705599,0.005,1.088,0.662,0.054,0.013,0.919,0.678,0.048
292.745599,0.005,1.114,0.675,0.062,0.017,0.996,0.735,0.047
292.785599,0.005,1.052,0.658,0.045,0.036,0.889,0.537,0.045
292.825599,0.019,0.979,0.694,0.049,0.043,0.880,0.589,0.053
