epoch,d_a,g_a,cycle_a,idt_a,d_b,g_b,cycle_b,idt_b
29.966399,0.085,0.460,0.806,0.061,0.125,0.197,0.691,0.070
30.035199,0.048,0.317,0.731,0.069,0.109,0.239,0.799,0.049
30.115199,0.135,0.230,0.654,0.070,0.091,0.218,0.815,0.047
30.195199,0.051,0.377,0.733,0.060,0.061,0.590,0.779,0.056
30.275199,0.213,0.732,0.818,0.074,0.090,0.295,0.863,0.062
30.355199,0.164,0.923,0.878,0.066,0.105,0.583,0.817,0.066
30.435198999999997,0.058,0.707,0.765,0.067,0.088,0.557,0.840,0.067
30.515199,0.093,0.360,0.706,0.067,0.081,0.155,0.829,0.053
30.595198999999997,0.160,0.164,0.832,0.060,0.233,0.109,0.754,0.060
30.675199,0.087,0.387,0.668,0.071,0.138,0.155,0.887,0.054
30.755198999999998,0.180,0.129,0.649,0.061,0.149,0.345,0.776,0.049
30.835199,0.157,0.751,0.636,0.080,0.146,0.928,0.924,0.050
30.915198999999998,0.086,0.713,0.739,0.075,0.169,0.159,0.863,0.056
30.995199,0.085,0.663,0.669,0.061,0.054,0.397,0.781,0.056
31.063999,0.122,0.776,0.648,0.066,0.094,0.447,0.735,0.046
31.143998999999997,0.700,0.873,1.040,0.099,0.112,0.208,1.107,0.074
31.223999,0.266,0.220,0.535,0.080,0.130,0.780,0.929,0.046
31.303998999999997,0.273,0.386,0.772,0.066,12.091,10.280,1.241,0.080
31.383999,0.252,0.263,0.691,0.069,0.245,0.325,0.725,0.055
31.463998999999998,0.242,0.332,0.513,0.056,0.232,0.293,0.580,0.044
31.543999,0.250,0.248,0.733,0.056,0.243,0.281,0.575,0.073
31.623998999999998,0.235,0.280,0.741,0.066,0.265,0.275,0.654,0.083
31.703999,0.256,0.268,0.598,0.057,0.255,0.220,0.567,0.057
31.783998999999998,0.245,0.262,0.558,0.056,0.251,0.273,0.588,0.045
31.863999,0.238,0.312,0.519,0.061,0.250,0.277,0.639,0.047
31.943998999999998,0.239,0.282,0.581,0.051,0.247,0.273,0.504,0.047
32.012799,0.234,0.253,0.593,0.060,0.243,0.282,0.590,0.055
32.092799,0.245,0.275,0.457,0.062,0.254,0.259,0.623,0.040
32.172799000000005,0.256,0.273,0.490,0.066,0.250,0.255,0.689,0.042
32.252799,0.244,0.253,0.693,0.052,0.240,0.251,0.532,0.070
32.332799,0.243,0.309,0.664,0.062,0.253,0.306,0.612,0.059
32.412799,0.232,0.263,0.538,0.047,0.255,0.272,0.484,0.048
32.492799000000005,0.244,0.290,0.496,0.063,0.240,0.281,0.619,0.041
32.572799,0.259,0.290,0.519,0.053,0.251,0.274,0.549,0.042
32.652799,0.257,0.291,0.710,0.062,0.258,0.275,0.622,0.057
32.732799,0.229,0.248,0.533,0.064,0.242,0.262,0.623,0.047
32.812799000000005,0.235,0.249,0.632,0.052,0.244,0.274,0.534,0.045
32.892799000000004,0.233,0.261,0.575,0.054,0.252,0.300,0.540,0.052
32.972799,0.235,0.295,0.676,0.058,0.251,0.280,0.602,0.060
33.041599000000005,0.247,0.335,0.505,0.061,0.247,0.247,0.607,0.042
33.121599,0.228,0.241,0.617,0.059,0.264,0.283,0.608,0.047
33.201599,0.220,0.300,0.545,0.059,0.248,0.256,0.599,0.045
33.281599,0.197,0.300,0.520,0.054,0.237,0.263,0.543,0.043
33.361599000000005,0.211,0.264,0.544,0.055,0.213,0.288,0.582,0.041
33.441599000000004,0.212,0.235,0.511,0.053,0.251,0.281,0.527,0.039
33.521599,0.198,0.469,0.585,0.061,0.235,0.296,0.572,0.045
33.601599,0.165,0.429,0.623,0.051,0.237,0.225,0.520,0.049
33.681599000000006,0.183,0.648,0.586,0.056,0.250,0.278,0.579,0.045
33.761599000000004,0.156,0.436,0.636,0.056,0.249,0.284,0.551,0.046
33.841599,0.165,0.581,0.573,0.060,0.245,0.257,0.589,0.039
33.921599,0.147,0.516,0.611,0.063,0.253,0.229,0.607,0.049
34.001599000000006,0.091,0.576,0.718,0.059,0.260,0.262,0.602,0.067
34.070399,0.166,0.234,0.681,0.060,0.240,0.284,0.556,0.051
34.150399,0.166,0.230,0.592,0.063,0.249,0.283,0.622,0.039
34.230399000000006,0.158,0.211,0.586,0.063,0.260,0.280,0.642,0.041
34.310399000000004,0.105,0.341,0.636,0.054,0.256,0.335,0.577,0.048
34.390399,0.120,0.956,0.618,0.062,0.226,0.287,0.666,0.045
34.470399,0.104,0.417,0.626,0.050,0.300,0.373,0.527,0.046
34.550399000000006,0.106,0.343,0.728,0.059,0.245,0.363,0.616,0.056
34.630399000000004,0.177,0.207,0.740,0.060,0.253,0.239,0.622,0.058
34.710399,0.087,0.301,0.612,0.065,0.240,0.268,0.650,0.044
34.790399,0.113,0.249,0.579,0.058,0.266,0.285,0.595,0.041
34.870399,0.230,0.083,0.693,0.059,0.254,0.232,0.608,0.044
34.950399000000004,0.058,0.526,0.652,0.056,0.246,0.281,0.563,0.044
35.019199,0.163,0.938,0.662,0.060,0.262,0.259,0.619,0.043
35.099199000000006,0.064,0.443,0.643,0.074,0.217,0.306,0.709,0.048
35.179199000000004,0.204,0.236,0.665,0.061,0.217,0.291,0.599,0.042
35.259199,1.019,0.968,0.673,0.055,0.203,0.230,0.587,0.052
35.339199,0.217,0.119,0.687,0.059,0.257,0.224,0.648,0.040
35.419199000000006,0.046,0.736,0.659,0.049,0.239,0.351,0.545,0.046
35.499199000000004,0.162,0.207,0.680,0.057,0.240,0.238,0.556,0.046
35.579199,0.208,0.849,0.607,0.058,0.214,0.198,0.583,0.042
35.659199,0.145,0.224,0.641,0.063,0.222,0.369,0.708,0.045
35.739199,0.081,0.297,0.746,0.065,0.214,0.348,0.648,0.048
35.819199000000005,0.204,0.152,0.640,0.061,0.221,0.425,0.694,0.039
35.899199,0.063,0.663,0.660,0.069,0.224,0.217,0.722,0.043
35.979199,0.058,0.471,0.754,0.057,0.338,0.573,0.593,0.051
36.047999000000004,0.186,0.862,0.608,0.068,0.264,0.441,0.639,0.040
36.127999,0.077,0.368,0.688,0.059,0.284,0.580,0.651,0.050
36.207999,0.150,0.239,0.626,0.062,0.269,0.531,0.618,0.044
36.287999,0.089,0.531,0.726,0.069,0.189,0.206,0.783,0.051
36.367999000000005,0.199,1.398,0.588,0.060,0.327,0.745,0.680,0.043
36.447999,0.148,0.685,0.664,0.068,0.332,0.280,0.687,0.047
36.527999,0.161,0.167,0.644,0.067,0.163,0.684,0.763,0.044
36.607999,0.127,0.924,0.656,0.056,0.130,0.611,0.682,0.049
36.687999000000005,0.059,0.413,0.800,0.062,0.121,0.814,0.712,0.061
36.767999,0.109,0.839,0.781,0.068,0.158,0.412,0.821,0.059
36.847999,0.038,0.975,0.893,0.082,0.067,0.417,1.108,0.075
36.927999,0.186,0.158,0.759,0.066,0.088,0.413,1.003,0.063
37.007999000000005,0.035,0.616,0.749,0.069,0.043,0.456,1.079,0.075
37.076799,0.056,0.588,0.919,0.074,0.054,0.624,0.947,0.086
37.156799,0.060,0.672,0.693,0.063,0.093,0.328,0.824,0.064
37.236799000000005,0.085,0.390,0.888,0.103,0.184,0.315,0.957,0.072
37.316799,0.089,0.376,0.720,0.096,0.114,0.436,0.931,0.054
37.396799,0.041,0.718,0.989,0.083,0.160,0.145,0.860,0.078
37.476799,0.028,1.084,0.747,0.103,0.231,0.071,1.027,0.050
37.556799000000005,0.056,0.513,0.771,0.083,0.070,0.400,0.890,0.063
37.636799,0.174,0.652,0.731,0.086,0.173,0.362,0.969,0.064
37.716799,0.085,0.361,0.778,0.069,0.057,0.449,0.846,0.057
37.796799,0.100,0.904,0.692,0.079,0.094,0.391,0.893,0.047
37.876799000000005,0.062,0.481,0.641,0.077,0.189,0.843,0.902,0.050
37.956799000000004,0.102,0.417,0.903,0.066,0.184,0.596,0.829,0.084
38.025599,0.075,0.418,0.668,0.069,0.081,0.380,0.845,0.051
38.105599000000005,0.151,0.711,0.721,0.064,0.213,0.293,0.768,0.052
38.185599,0.184,0.177,0.665,0.065,0.094,0.593,0.850,0.051
38.265599,0.075,0.243,0.767,0.070,0.056,0.447,0.879,0.061
38.345599,0.111,0.995,0.631,0.060,0.080,0.583,0.730,0.047
38.425599000000005,0.159,0.189,0.693,0.065,0.197,0.298,0.821,0.051
38.505599000000004,0.393,1.237,0.682,0.067,0.159,0.381,0.828,0.056
38.585599,0.117,0.763,0.647,0.069,0.147,0.223,0.811,0.050
38.665599,0.064,0.424,0.750,0.068,0.094,0.316,0.822,0.066
38.745599000000006,0.065,0.441,0.697,0.061,0.131,0.185,0.787,0.051
38.825599000000004,0.497,0.276,0.756,0.069,0.367,1.186,0.795,0.062
38.905599,0.231,0.226,0.611,0.073,0.076,0.289,0.821,0.059
38.985599,0.119,0.372,0.629,0.055,0.069,0.394,0.660,0.046
39.054399000000004,0.094,0.312,0.980,0.082,0.105,0.374,0.958,0.087
39.134399,0.060,0.484,0.647,0.053,0.088,0.454,0.688,0.047
39.214399,0.078,0.402,0.701,0.055,0.122,0.312,0.741,0.048
39.294399000000006,0.094,0.274,0.674,0.064,0.123,0.371,0.814,0.048
39.374399000000004,0.079,0.470,0.667,0.058,0.062,0.721,0.737,0.050
39.454399,0.093,0.278,0.668,0.059,0.176,0.782,0.788,0.048
39.534399,0.059,0.666,0.635,0.062,0.093,0.530,0.794,0.049
39.614399000000006,0.054,0.420,0.670,0.064,0.120,0.569,0.733,0.050
39.694399000000004,0.536,1.579,0.634,0.063,0.103,0.293,0.773,0.050
39.774399,0.104,0.627,0.599,0.067,0.057,0.237,0.839,0.043
39.854399,0.179,0.163,0.691,0.061,0.087,0.755,0.774,0.052
39.934399,0.069,0.328,0.711,0.070,0.138,0.288,0.786,0.052
40.003199,0.146,0.906,0.679,0.058,0.139,0.125,0.692,0.048
40.083199,0.056,0.447,0.648,0.069,0.062,0.408,0.798,0.047
40.163199000000006,0.098,0.332,0.634,0.062,0.140,0.244,0.741,0.043
40.243199000000004,0.165,0.850,0.764,0.070,0.099,0.288,0.830,0.055
40.323199,0.107,0.278,0.663,0.075,0.085,0.313,0.832,0.047
40.403199,0.067,0.720,0.722,0.058,0.145,0.216,0.745,0.059
40.483199,0.262,0.098,0.722,0.056,0.098,0.296,0.723,0.050
40.563199000000004,0.114,0.216,1.037,0.057,0.089,0.634,0.751,0.083
40.643199,0.053,0.368,0.690,0.062,0.221,0.147,0.733,0.053
40.723199,0.112,0.843,0.806,0.060,0.113,0.393,0.728,0.071
40.803199,0.069,0.509,0.856,0.068,0.162,0.653,0.872,0.064
40.883199000000005,0.073,0.374,0.669,0.069,0.093,0.370,0.871,0.052
40.963199,0.181,0.184,0.700,0.061,0.137,0.820,0.779,0.054
41.031999,0.261,1.323,0.705,0.061,0.098,0.223,0.747,0.061
41.111999000000004,0.090,0.415,0.715,0.069,0.094,0.985,0.836,0.054
41.191999,0.177,0.963,0.693,0.057,0.072,0.460,0.722,0.051
41.271999,0.085,0.339,0.881,0.061,0.196,0.455,0.754,0.068
41.351999,0.062,0.388,0.648,0.077,0.037,0.350,0.925,0.049
41.431999000000005,0.103,0.931,0.790,0.061,0.074,0.424,0.769,0.059
41.511999,0.092,0.738,0.741,0.063,0.095,0.441,0.826,0.059
41.591999,0.069,0.514,0.839,0.063,0.260,0.339,0.772,0.057
41.671999,0.054,0.591,0.684,0.063,0.248,0.250,0.707,0.053
41.751999000000005,0.107,0.310,0.677,0.056,0.250,0.317,0.635,0.052
41.831999,0.118,0.672,0.718,0.070,0.263,0.282,0.700,0.053
41.911999,0.062,0.498,0.665,0.068,0.259,0.277,0.665,0.048
41.991999,0.084,0.335,0.670,0.061,0.257,0.284,0.608,0.047
42.060799,0.240,0.156,0.677,0.066,0.253,0.269,0.656,0.045
42.140799,0.041,0.708,0.706,0.067,0.250,0.262,0.725,0.057
42.220799,0.081,0.443,0.646,0.065,0.244,0.274,0.648,0.046
42.300799000000005,0.082,0.496,0.722,0.058,0.253,0.239,0.599,0.051
42.380799,0.046,0.598,0.619,0.055,0.244,0.257,0.581,0.042
42.460799,0.080,0.478,0.678,0.058,0.245,0.237,0.585,0.044
42.540799,0.126,0.791,0.657,0.053,0.256,0.259,0.558,0.053
42.620799000000005,0.083,0.367,0.795,0.064,0.243,0.267,0.609,0.063
42.700799,0.310,1.305,0.684,0.070,0.244,0.284,0.722,0.053
42.780799,0.146,0.881,0.669,0.066,0.239,0.273,0.662,0.048
42.860799,0.284,1.420,0.771,0.060,0.233,0.271,0.545,0.056
42.940799000000005,0.073,0.580,0.720,0.059,0.229,0.268,0.588,0.052
43.009599,0.050,0.759,0.745,0.059,0.241,0.249,0.587,0.056
43.089599,0.095,0.534,0.678,0.082,0.231,0.287,0.746,0.048
43.169599000000005,0.101,0.308,0.708,0.062,0.250,0.280,0.612,0.046
43.249599,0.081,0.699,0.593,0.065,0.238,0.263,0.670,0.042
43.329599,0.473,0.039,0.757,0.073,0.213,0.272,0.731,0.055
43.409599,0.061,0.500,0.879,0.061,0.253,0.250,0.690,0.065
43.489599000000005,0.038,0.671,0.712,0.055,0.267,0.255,0.581,0.051
43.569599000000004,0.091,0.431,0.778,0.057,0.241,0.385,0.608,0.051
43.649599,0.072,0.228,0.687,0.056,0.213,0.376,0.645,0.045
43.729599,0.066,0.458,0.761,0.056,0.254,0.399,0.662,0.054
43.809599000000006,0.180,0.215,0.714,0.060,0.267,0.416,0.658,0.050
43.889599000000004,0.069,0.251,0.623,0.063,0.223,0.373,0.747,0.044
43.969599,0.166,0.818,0.739,0.074,0.206,0.256,0.844,0.051
44.038399000000005,0.074,0.423,0.584,0.060,0.142,0.466,0.713,0.041
44.118399000000004,0.105,0.347,0.720,0.063,0.158,0.775,0.817,0.055
44.198399,0.063,0.433,0.660,0.059,0.114,0.354,0.707,0.056
44.278399,0.255,0.074,0.722,0.061,0.106,0.303,0.741,0.051
44.358399000000006,0.120,0.833,0.632,0.066,0.150,0.255,0.868,0.042
44.438399000000004,0.030,0.774,0.668,0.051,0.165,0.451,0.702,0.051
44.518399,0.135,0.246,0.703,0.065,0.085,0.528,0.767,0.053
44.598399,0.049,0.495,0.577,0.063,0.188,0.310,0.721,0.045
44.678399000000006,0.073,0.664,0.690,0.073,0.108,0.478,0.915,0.049
44.758399000000004,0.055,0.596,0.784,0.100,0.035,0.546,1.137,0.054
44.838399,0.071,0.458,0.680,0.098,0.160,0.133,1.120,0.047
44.918399,0.116,1.098,0.710,0.079,0.065,0.403,1.039,0.058
44.998399,0.195,0.239,0.806,0.079,0.361,1.023,0.915,0.052
45.067199,0.028,0.593,0.570,0.055,0.241,0.226,0.653,0.042
45.147199,0.050,0.573,0.583,0.067,0.223,0.337,0.759,0.043
45.227199000000006,0.054,0.377,0.705,0.068,0.184,0.268,0.709,0.051
45.307199000000004,0.060,0.683,0.747,0.059,0.137,0.331,0.660,0.058
45.387199,0.058,0.375,0.658,0.063,0.106,0.534,0.727,0.049
45.467199,0.081,0.376,0.680,0.080,0.124,0.330,0.917,0.091
45.547199,0.064,0.599,0.698,0.066,0.042,0.301,0.849,0.073
45.627199000000005,0.048,0.954,0.719,0.065,0.122,0.546,0.804,0.075
45.707199,0.823,1.431,0.644,0.058,0.233,0.071,0.762,0.057
45.787199,0.265,0.278,0.666,0.070,0.043,0.571,0.804,0.051
45.867199,0.266,0.296,0.797,0.063,0.094,0.268,0.741,0.068
45.947199000000005,0.273,0.240,0.640,0.067,0.055,0.314,0.837,0.057
46.015999,0.265,0.260,0.565,0.062,0.098,0.529,0.828,0.051
46.095999,0.240,0.268,0.666,0.068,0.085,0.359,0.820,0.052
46.175999000000004,0.267,0.267,0.622,0.058,0.073,0.429,0.741,0.049
46.255999,0.251,0.261,0.526,0.060,0.067,0.582,0.751,0.049
46.335999,0.248,0.255,0.513,0.064,0.074,0.238,0.776,0.046
46.415999,0.261,0.252,0.565,0.065,0.059,0.445,0.750,0.050
46.495999000000005,0.252,0.262,0.510,0.065,0.120,0.389,0.822,0.047
46.575999,0.248,0.275,0.585,0.059,0.294,0.952,0.749,0.049
46.655999,0.253,0.277,0.586,0.061,0.059,0.623,0.758,0.053
46.735999,0.254,0.254,0.667,0.057,0.112,0.429,0.738,0.065
46.815999000000005,0.244,0.247,0.506,0.055,0.088,0.354,0.719,0.043
46.895999,0.251,0.252,0.518,0.054,0.149,0.144,0.748,0.050
46.975999,0.251,0.243,0.748,0.061,0.076,0.308,0.768,0.064
47.044799000000005,0.244,0.289,0.526,0.059,0.115,0.245,0.733,0.046
47.124799,0.250,0.258,0.512,0.061,0.116,0.226,0.788,0.046
47.204799,0.258,0.254,0.528,0.068,0.090,0.304,0.840,0.052
47.284799,0.242,0.267,0.605,0.059,0.104,1.566,0.830,0.074
47.364799000000005,0.256,0.247,0.654,0.057,0.082,0.516,0.764,0.066
47.444799,0.254,0.280,0.574,0.059,0.195,1.030,0.813,0.054
47.524799,0.251,0.216,0.528,0.056,0.063,0.287,0.718,0.054
47.604799,0.247,0.247,0.542,0.062,0.068,0.769,0.815,0.058
47.684799000000005,0.245,0.291,0.509,0.074,0.334,1.141,0.891,0.048
47.764799000000004,0.245,0.274,0.624,0.055,0.098,0.533,0.693,0.061
47.844799,0.248,0.284,0.631,0.056,0.103,0.338,0.708,0.053
47.924799,0.269,0.338,0.524,0.061,0.079,0.599,0.765,0.048
48.004799000000006,0.254,0.247,0.560,0.062,0.203,0.104,0.755,0.046
48.073599,0.264,0.330,0.497,0.060,0.098,0.335,0.824,0.046
48.153599,0.251,0.251,0.477,0.062,0.146,0.134,0.746,0.044
48.233599000000005,0.255,0.243,0.588,0.052,0.091,0.449,0.740,0.055
48.313599,0.251,0.275,0.535,0.054,0.121,0.469,0.686,0.045
48.393599,0.249,0.249,0.525,0.055,0.061,0.292,0.721,0.046
48.473599,0.245,0.277,0.452,0.062,0.238,0.460,0.858,0.042
48.553599000000006,0.242,0.262,0.684,0.066,0.079,0.227,0.805,0.068
48.633599000000004,0.274,0.345,0.494,0.059,0.096,0.564,0.705,0.043
48.713599,0.242,0.234,0.482,0.064,0.055,0.373,0.802,0.043
48.793599,0.248,0.263,0.524,0.054,0.138,0.156,0.758,0.049
48.873599000000006,0.252,0.310,0.531,0.058,0.098,0.503,0.800,0.046
48.953599000000004,0.289,0.259,0.561,0.062,0.117,0.599,0.747,0.049
49.022399,0.251,0.272,0.455,0.061,0.062,0.361,0.765,0.042
49.102399000000005,0.246,0.283,0.466,0.051,0.186,0.150,0.666,0.042
49.182399000000004,0.259,0.282,0.512,0.067,0.126,0.901,0.853,0.045
49.262399,0.251,0.264,0.549,0.057,0.195,0.154,0.748,0.041
49.342399,0.241,0.302,0.453,0.056,0.135,0.246,0.713,0.042
49.422399000000006,0.248,0.288,0.626,0.058,0.162,0.219,0.775,0.058
49.502399000000004,0.248,0.292,0.521,0.065,0.058,0.512,0.781,0.047
49.582399,0.299,0.371,0.532,0.051,0.126,0.192,0.691,0.047
49.662399,0.248,0.280,0.506,0.056,0.122,0.335,0.712,0.045
49.742399000000006,0.244,0.256,0.491,0.057,0.074,0.289,0.694,0.046
49.822399000000004,0.250,0.268,0.530,0.048,0.057,0.421,0.661,0.045
49.902399,0.247,0.316,0.499,0.056,0.147,0.689,0.726,0.045
49.982399,0.257,0.239,0.447,0.057,0.091,0.668,0.720,0.043
50.051199000000004,0.239,0.272,0.526,0.060,0.051,0.241,0.779,0.054
50.131199,0.244,0.260,0.472,0.054,0.040,0.576,0.719,0.045
50.211199,0.286,0.353,0.555,0.062,0.066,0.292,0.790,0.053
50.291199000000006,0.244,0.272,0.562,0.059,0.091,0.341,0.763,0.048
50.371199000000004,0.258,0.352,0.507,0.056,0.079,0.172,0.713,0.052
50.451199,0.239,0.290,0.459,0.054,0.114,0.189,0.697,0.043
50.531199,0.256,0.250,0.601,0.061,0.212,0.781,0.739,0.056
50.611199,0.199,0.316,0.929,0.063,0.249,0.230,0.767,0.100
50.691199000000005,0.221,0.296,0.631,0.057,0.225,0.305,0.676,0.065
50.771199,0.216,0.328,0.599,0.064,0.225,0.362,0.723,0.064
50.851199,0.260,0.242,0.548,0.057,0.254,0.291,0.665,0.057
50.931199,0.243,0.282,0.552,0.056,0.237,0.271,0.664,0.056
51.011199000000005,0.231,0.366,0.530,0.063,0.225,0.306,0.666,0.049
51.079999,0.216,0.261,0.627,0.054,0.268,0.272,0.618,0.065
51.159999,0.287,0.235,0.536,0.053,0.235,0.269,0.602,0.052
51.239999000000005,0.250,0.301,0.524,0.056,0.235,0.284,0.613,0.046
51.319999,0.237,0.281,0.541,0.055,0.239,0.270,0.570,0.055
51.399999,0.242,0.296,0.542,0.052,0.242,0.279,0.554,0.052
51.479999,0.232,0.283,0.476,0.050,0.237,0.274,0.523,0.049
51.559999000000005,0.227,0.274,0.542,0.054,0.230,0.278,0.577,0.055
51.639999,0.245,0.178,0.486,0.048,0.247,0.264,0.532,0.041
51.719999,0.270,0.303,0.493,0.056,0.245,0.268,0.570,0.054
51.799999,0.279,0.323,0.518,0.044,0.240,0.258,0.551,0.046
51.879999000000005,0.241,0.302,0.525,0.049,0.237,0.272,0.547,0.054
51.959999,0.286,0.371,0.560,0.052,0.252,0.261,0.572,0.050
52.028799,0.231,0.227,0.552,0.047,0.255,0.265,0.544,0.054
52.108799000000005,0.239,0.203,0.544,0.063,0.253,0.251,0.677,0.053
52.188799,0.267,0.147,0.591,0.049,0.253,0.256,0.512,0.061
52.268799,0.247,0.340,0.613,0.059,0.230,0.314,0.578,0.060
52.348799,0.263,0.243,0.541,0.053,0.242,0.286,0.571,0.064
52.428799000000005,0.263,0.209,0.517,0.062,0.237,0.269,0.615,0.045
52.508799,0.232,0.303,0.554,0.055,0.248,0.285,0.628,0.043
52.588799,0.228,0.438,0.539,0.050,0.245,0.257,0.561,0.045
52.668799,0.274,0.338,0.549,0.051,0.264,0.312,0.529,0.047
52.748799000000005,0.267,0.375,0.498,0.057,0.252,0.227,0.575,0.049
52.828799000000004,0.220,0.195,0.464,0.048,0.247,0.256,0.537,0.044
52.908799,0.222,0.286,0.508,0.067,0.252,0.305,0.680,0.046
52.988799,0.248,0.394,0.543,0.049,0.251,0.276,0.535,0.048
53.057599,0.239,0.236,0.507,0.049,0.242,0.238,0.536,0.046
53.137599,0.231,0.255,0.433,0.049,0.255,0.219,0.500,0.040
53.217599,0.186,0.282,0.492,0.049,0.255,0.268,0.513,0.041
53.297599000000005,0.222,0.230,0.582,0.059,0.255,0.261,0.609,0.052
53.377599000000004,0.247,0.333,0.480,0.058,0.243,0.266,0.592,0.038
53.457599,0.214,0.327,0.504,0.050,0.243,0.286,0.523,0.040
53.537599,0.225,0.177,0.525,0.058,0.253,0.279,0.572,0.050
53.617599000000006,0.212,0.380,0.512,0.049,0.248,0.250,0.542,0.039
53.697599000000004,0.201,0.252,0.530,0.048,0.269,0.267,0.529,0.046
53.777599,0.209,0.322,0.643,0.059,0.237,0.274,0.619,0.050
53.857599,0.156,0.355,0.499,0.046,0.254,0.247,0.502,0.043
53.937599000000006,0.156,0.345,0.553,0.054,0.262,0.328,0.594,0.041
54.006399,0.188,0.194,0.590,0.053,0.264,0.225,0.530,0.053
54.086399,0.257,0.756,0.543,0.053,0.229,0.267,0.531,0.045
54.166399000000006,0.131,0.418,0.626,0.053,0.249,0.279,0.563,0.050
54.246399000000004,0.139,0.437,0.634,0.057,0.240,0.259,0.564,0.054
54.326399,0.174,0.095,0.578,0.053,0.245,0.323,0.582,0.042
54.406399,0.156,0.603,0.594,0.053,0.252,0.273,0.549,0.041
54.486399000000006,0.094,0.741,0.634,0.053,0.240,0.283,0.541,0.045
54.566399000000004,0.085,0.314,0.738,0.063,0.249,0.350,0.636,0.050
54.646399,0.219,1.213,0.570,0.058,0.246,0.268,0.651,0.042
54.726399,0.079,0.313,0.668,0.051,0.252,0.275,0.579,0.046
54.806399,0.222,1.148,0.583,0.051,0.234,0.290,0.542,0.041
54.886399000000004,0.124,0.318,0.594,0.052,0.249,0.343,0.540,0.041
54.966399,0.103,0.356,0.597,0.056,0.248,0.265,0.550,0.043
55.035199000000006,0.114,1.087,0.607,0.055,0.246,0.266,0.612,0.045
55.115199000000004,0.214,0.143,0.625,0.062,0.282,0.351,0.633,0.046
55.195199,0.199,1.177,0.583,0.049,0.254,0.236,0.534,0.041
55.275199,0.061,0.329,0.652,0.052,0.237,0.264,0.520,0.047
55.355199000000006,0.122,0.192,0.643,0.048,0.303,0.265,0.522,0.047
55.435199000000004,0.071,0.594,0.585,0.057,0.233,0.275,0.595,0.040
55.515199,0.038,0.509,0.621,0.056,0.251,0.312,0.673,0.039
55.595199,0.079,0.360,0.648,0.053,0.239,0.313,0.563,0.049
55.675199,0.101,0.520,0.711,0.053,0.243,0.278,0.527,0.048
55.755199000000005,0.109,0.576,0.646,0.051,0.258,0.318,0.536,0.051
55.835199,0.049,0.654,0.584,0.048,0.215,0.321,0.500,0.049
55.915199,0.069,0.453,0.618,0.049,0.231,0.242,0.527,0.041
55.995199,0.077,0.513,0.645,0.057,0.232,0.264,0.569,0.049
56.063999,0.066,0.404,0.642,0.051,0.285,0.245,0.543,0.051
56.143999,0.164,0.355,0.660,0.061,0.261,0.283,0.615,0.055
56.223999,0.078,0.287,0.620,0.061,0.232,0.249,0.670,0.045
56.303999000000005,0.047,0.380,0.617,0.056,0.242,0.227,0.559,0.047
56.383999,0.170,0.421,0.606,0.065,0.239,0.288,0.622,0.042
56.463999,0.109,0.544,0.573,0.068,0.239,0.365,0.723,0.038
56.543999,0.175,0.989,0.683,0.049,0.234,0.273,0.506,0.051
56.623999000000005,0.116,0.683,0.604,0.060,0.240,0.255,0.644,0.044
56.703999,0.062,0.704,0.576,0.049,0.230,0.318,0.548,0.041
56.783999,0.209,0.108,0.602,0.060,0.283,0.262,0.618,0.045
56.863999,0.151,0.173,0.726,0.056,0.237,0.256,0.560,0.047
56.943999000000005,0.169,0.101,0.626,0.060,0.244,0.303,0.647,0.046
57.012799,0.036,0.474,0.586,0.062,0.186,0.256,0.647,0.045
57.092799,0.043,0.563,0.614,0.056,0.236,0.345,0.613,0.041
57.172799000000005,0.057,0.407,0.633,0.056,0.224,0.239,0.591,0.041
57.252799,0.107,0.270,0.654,0.055,0.228,0.432,0.575,0.048
57.332799,0.231,0.145,0.706,0.063,0.207,0.343,0.630,0.046
57.412799,0.064,0.301,0.695,0.070,0.200,0.301,0.760,0.053
57.492799000000005,0.119,0.807,0.651,0.057,0.215,0.200,0.652,0.050
57.572799,0.178,0.183,0.623,0.056,0.231,0.339,0.593,0.043
57.652799,0.100,0.664,0.620,0.062,0.182,0.495,0.747,0.042
57.732799,0.074,0.384,0.618,0.069,0.205,0.235,0.763,0.044
57.812799000000005,0.079,0.444,0.686,0.064,0.252,0.362,0.674,0.046
57.892799000000004,0.044,0.765,0.734,0.058,0.168,0.334,0.671,0.045
57.972799,0.335,0.989,0.642,0.060,0.195,0.263,0.666,0.052
58.041599000000005,0.242,0.229,0.696,0.060,0.256,0.267,0.692,0.060
58.121599,0.293,0.280,0.630,0.050,0.224,0.243,0.573,0.053
58.201599,0.238,0.295,0.542,0.057,0.229,0.290,0.633,0.046
58.281599,0.256,0.279,0.507,0.050,0.207,0.448,0.602,0.041
58.361599000000005,0.244,0.314,0.615,0.066,0.191,0.456,0.696,0.058
58.441599000000004,0.245,0.226,0.523,0.053,0.133,0.317,0.660,0.042
58.521599,0.252,0.259,0.530,0.064,0.211,0.379,0.702,0.041
58.601599,0.254,0.318,0.495,0.053,0.145,0.262,0.634,0.041
58.681599000000006,0.250,0.254,0.536,0.061,0.124,0.323,0.819,0.046
58.761599000000004,0.266,0.248,0.538,0.062,0.167,0.313,0.721,0.047
58.841599,0.239,0.262,0.443,0.052,0.123,0.353,0.662,0.037
